date,team,opponent,location_value,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,possessions,raw_off_eff
2022-11-07,Auburn,George Mason,1,200,24,71,0.338,4,25,0.16,18,29,0.621,19,23,42,12,14,10,9,16,70,74.78,93.61
2022-11-07,La Salle,Villanova,-1,200,22,55,0.4,10,25,0.4,14,20,0.7,9,18,27,11,6,0,8,15,68,63.5,107.09
2022-11-07,Villanova,La Salle,1,200,29,52,0.558,13,20,0.65,10,11,0.909,5,25,30,13,4,4,9,18,81,61.23,132.3
2022-11-07,Nicholls,Arizona,-1,200,29,72,0.403,7,18,0.389,10,22,0.455,8,14,22,11,17,1,16,29,75,90.45,82.92
2022-11-07,Arizona,Nicholls,1,200,38,53,0.717,11,18,0.611,30,40,0.75,7,36,43,30,7,5,24,22,117,89.0,131.46
2022-11-07,North Carolina Central,Virginia,-1,200,22,53,0.415,8,19,0.421,9,14,0.643,7,16,23,8,6,4,8,25,61,60.65,100.58
2022-11-07,Virginia,North Carolina Central,1,200,20,47,0.426,11,25,0.44,22,30,0.733,8,27,35,16,4,4,7,12,73,60.25,121.16
2022-11-07,Cal St. Fullerton,San Diego St.,-1,200,20,51,0.392,4,22,0.182,13,17,0.765,5,21,26,6,6,3,18,20,57,72.08,79.08
2022-11-07,San Diego St.,Cal St. Fullerton,1,200,28,52,0.538,8,18,0.444,16,23,0.696,4,21,25,18,12,1,12,16,80,70.92,112.8
2022-11-07,Longwood,Alabama,-1,200,19,71,0.268,5,13,0.385,11,19,0.579,12,23,35,8,8,3,9,22,54,77.03,70.11
2022-11-07,Alabama,Longwood,1,200,27,69,0.391,3,28,0.107,18,26,0.692,19,43,62,10,6,9,19,18,75,81.35,92.19
2022-11-07,Florida A&M,Oregon,-1,200,18,48,0.375,3,18,0.167,6,8,0.75,4,19,23,5,5,0,18,22,45,65.8,68.39
2022-11-07,Oregon,Florida A&M,1,200,29,63,0.46,6,25,0.24,16,28,0.571,17,24,41,15,13,5,10,12,80,69.3,115.44
2022-11-07,Purdue Fort Wayne,Michigan,-1,200,21,71,0.296,9,38,0.237,5,7,0.714,11,27,38,11,2,2,14,14,56,77.33,72.42
2022-11-07,Michigan,Purdue Fort Wayne,1,200,30,64,0.469,9,29,0.31,6,9,0.667,4,32,36,17,7,8,8,12,75,72.28,103.77
2022-11-07,Eastern Illinois,Illinois,-1,200,21,60,0.35,3,15,0.2,12,20,0.6,7,20,27,9,12,2,16,25,57,78.5,72.61
2022-11-07,Illinois,Eastern Illinois,1,200,30,64,0.469,9,26,0.346,18,33,0.545,20,33,53,16,10,9,15,16,87,74.67,116.5
2022-11-07,Lindenwood,Dayton,-1,200,18,55,0.327,4,20,0.2,6,14,0.429,3,22,25,7,4,1,8,22,46,66.65,69.02
2022-11-07,Dayton,Lindenwood,1,200,24,51,0.471,5,19,0.263,20,30,0.667,7,33,40,19,4,6,9,16,73,67.25,108.55
2022-11-07,Northwestern St.,Texas Tech,-1,200,19,67,0.284,10,36,0.278,1,1,1.0,12,15,27,11,14,2,10,19,49,65.47,74.84
2022-11-07,Texas Tech,Northwestern St.,1,200,24,46,0.522,7,18,0.389,18,22,0.818,10,31,41,19,5,5,19,11,73,65.45,111.54
2022-11-07,Pacific,Stanford,-1,200,28,67,0.418,11,30,0.367,11,14,0.786,9,20,29,11,7,2,12,24,78,76.65,101.76
2022-11-07,Stanford,Pacific,1,200,29,48,0.604,8,22,0.364,22,34,0.647,4,28,32,18,5,3,16,15,88,76.15,115.56
2022-11-07,New Orleans,Butler,-1,200,21,51,0.412,6,16,0.375,5,8,0.625,6,19,25,12,7,2,30,19,53,78.8,67.26
2022-11-07,Butler,New Orleans,1,200,36,64,0.563,4,24,0.167,13,21,0.619,8,23,31,17,13,4,15,11,89,80.97,109.91
2022-11-07,Coppin St.,Charlotte,-1,200,22,54,0.407,3,22,0.136,12,17,0.706,3,25,28,6,7,0,12,20,59,71.08,83.01
2022-11-07,Charlotte,Coppin St.,1,200,28,56,0.5,10,29,0.345,16,22,0.727,8,30,38,14,9,3,11,17,82,69.45,118.07
2022-11-07,Loyola MD,DePaul,-1,200,24,60,0.4,10,24,0.417,8,17,0.471,12,22,34,10,6,1,14,19,66,70.08,94.18
2022-11-07,DePaul,Loyola MD,1,200,25,58,0.431,8,27,0.296,14,18,0.778,12,25,37,11,10,4,13,16,72,67.55,106.59
2022-11-07,Merrimack,St. John's,-1,200,25,65,0.385,6,29,0.207,16,22,0.727,9,15,24,16,14,1,20,15,72,86.45,83.29
2022-11-07,St. John's,Merrimack,1,200,37,65,0.569,10,26,0.385,13,15,0.867,14,32,46,22,14,4,29,21,97,87.12,111.33
2022-11-07,South Dakota St.,Akron,-1,225,31,59,0.525,4,15,0.267,14,17,0.824,5,28,33,11,3,4,12,15,80,74.08,108.0
2022-11-07,Akron,South Dakota St.,1,225,30,69,0.435,11,31,0.355,10,12,0.833,8,23,31,16,5,5,9,17,81,75.7,107.0
2022-11-07,Alabama St.,UAB,-1,200,24,76,0.316,9,24,0.375,13,16,0.813,12,21,33,12,5,8,14,31,70,85.6,81.78
2022-11-07,UAB,Alabama St.,1,200,34,64,0.531,9,21,0.429,34,45,0.756,9,38,47,13,7,7,11,18,111,87.38,127.04
2022-11-07,Tarleton St.,Arizona St.,-1,200,19,55,0.345,2,14,0.143,19,32,0.594,5,28,33,10,12,4,17,27,59,82.2,71.78
2022-11-07,Arizona St.,Tarleton St.,1,200,21,62,0.339,6,24,0.25,14,29,0.483,14,31,45,10,8,11,21,27,62,82.78,74.9
2022-11-07,Ohio,Belmont,-1,200,26,60,0.433,9,20,0.45,8,9,0.889,7,22,29,8,5,0,14,16,69,71.28,96.81
2022-11-07,Belmont,Ohio,1,200,28,57,0.491,7,25,0.28,7,13,0.538,5,21,26,17,8,6,12,13,70,70.17,99.75
2022-11-07,Northeastern,Boston University,-1,200,18,49,0.367,7,23,0.304,20,26,0.769,6,29,35,9,8,5,16,19,63,71.35,88.3
2022-11-07,Boston University,Northeastern,1,200,24,62,0.387,8,23,0.348,16,25,0.64,10,24,34,13,8,4,10,19,72,73.88,97.46
2022-11-07,Air Force,Bowling Green State,-1,200,22,55,0.4,12,34,0.353,2,4,0.5,2,25,27,11,5,6,11,17,58,65.9,88.01
2022-11-07,Bowling Green State,Air Force,1,200,22,56,0.393,6,20,0.3,12,19,0.632,6,29,35,9,8,2,13,14,62,72.03,86.08
2022-11-07,Colgate,Buffalo,-1,200,30,56,0.536,5,14,0.357,22,31,0.71,3,31,34,18,7,2,19,17,87,86.72,100.32
2022-11-07,Buffalo,Colgate,1,200,35,65,0.538,6,21,0.286,12,20,0.6,3,21,24,16,13,4,14,22,88,85.5,102.92
2022-11-07,Youngstown St.,Canisius,-1,200,38,67,0.567,7,14,0.5,9,15,0.6,12,33,45,14,5,5,20,18,92,82.12,112.02
2022-11-07,Canisius,Youngstown St.,1,200,28,69,0.406,11,33,0.333,14,17,0.824,8,18,26,13,7,4,10,14,81,79.08,102.43
2022-11-07,The Citadel,Clemson,-1,200,24,56,0.429,11,25,0.44,10,12,0.833,5,23,28,11,1,3,12,18,69,68.7,100.44
2022-11-07,Clemson,The Citadel,1,200,30,65,0.462,7,22,0.318,13,18,0.722,13,27,40,19,8,1,8,15,80,68.55,116.7
2022-11-07,Chattanooga,Charleston,-1,200,29,59,0.492,9,26,0.346,11,17,0.647,11,22,33,17,7,3,21,27,78,77.08,101.2
2022-11-07,Charleston,Chattanooga,1,200,28,62,0.452,9,29,0.31,20,27,0.741,13,19,32,10,10,3,15,22,85,76.83,110.64
2022-11-07,Stonehill,Connecticut,-1,200,16,45,0.356,5,17,0.294,17,22,0.773,4,16,20,9,10,2,23,21,54,74.45,72.53
2022-11-07,Connecticut,Stonehill,1,200,29,63,0.46,5,24,0.208,22,31,0.71,15,25,40,16,11,8,15,20,85,77.72,109.36
2022-11-07,Idaho,Denver,-1,200,25,61,0.41,6,30,0.2,7,11,0.636,8,20,28,10,9,1,14,26,63,72.22,87.23
2022-11-07,Denver,Idaho,1,200,24,48,0.5,3,8,0.375,17,33,0.515,7,28,35,13,6,6,14,18,68,70.67,96.22
2022-11-07,Houston Christian,FIU,-1,200,25,64,0.391,12,23,0.522,4,5,0.8,14,22,36,13,5,1,22,11,66,74.38,88.74
2022-11-07,FIU,Houston Christian,1,200,33,66,0.5,3,16,0.188,8,12,0.667,10,22,32,12,12,8,13,8,77,74.7,103.08
2022-11-07,Stetson,Florida St.,-1,200,29,61,0.475,14,35,0.4,11,16,0.688,12,23,35,20,4,2,8,21,83,64.6,128.48
2022-11-07,Florida St.,Stetson,1,200,27,59,0.458,6,14,0.429,14,27,0.519,14,20,34,14,2,2,9,16,74,66.83,110.74
2022-11-07,Dartmouth,Fordham,-1,200,25,59,0.424,11,24,0.458,13,17,0.765,6,18,24,15,2,2,12,15,74,73.08,101.27
2022-11-07,Fordham,Dartmouth,1,200,35,61,0.574,8,20,0.4,10,14,0.714,5,26,31,9,6,7,10,18,88,72.65,121.13
2022-11-07,Western Carolina,Georgia,-1,200,20,57,0.351,6,18,0.333,9,11,0.818,4,18,22,14,12,2,14,16,55,72.22,76.15
2022-11-07,Georgia,Western Carolina,1,200,27,55,0.491,3,10,0.3,11,15,0.733,9,27,36,13,9,6,20,17,68,73.12,92.99
2022-11-07,Siena,Holy Cross,-1,200,28,54,0.519,7,17,0.412,12,21,0.571,6,29,35,13,4,2,15,19,75,72.97,102.77
2022-11-07,Holy Cross,Siena,1,200,28,59,0.475,2,10,0.2,10,23,0.435,8,24,32,7,9,3,14,19,68,75.92,89.56
2022-11-07,Green Bay,Indiana St.,-1,200,20,52,0.385,5,18,0.278,8,12,0.667,1,22,23,6,5,5,16,10,53,72.7,72.9
2022-11-07,Indiana St.,Green Bay,1,200,31,57,0.544,14,29,0.483,4,8,0.5,2,32,34,21,8,2,15,13,80,73.8,108.4
2022-11-07,Penn,Iona,-1,200,18,55,0.327,3,25,0.12,11,17,0.647,9,29,38,14,3,8,15,13,50,69.08,72.39
2022-11-07,Iona,Penn,1,200,31,76,0.408,8,25,0.32,8,11,0.727,11,28,39,21,9,6,4,13,78,74.22,105.09
2022-11-07,Bethune Cookman,Iowa,-1,200,23,66,0.348,5,16,0.313,7,7,1.0,8,23,31,11,6,2,16,16,58,77.33,75.01
2022-11-07,Iowa,Bethune Cookman,1,200,34,67,0.507,11,33,0.333,10,14,0.714,9,32,41,25,10,5,11,12,89,75.65,117.65
2022-11-07,Niagara,Maryland,-1,200,22,55,0.4,0,6,0.0,5,8,0.625,12,13,25,13,3,3,11,12,49,57.8,84.78
2022-11-07,Maryland,Niagara,1,200,25,51,0.49,9,20,0.45,12,14,0.857,11,19,30,12,9,8,10,14,71,56.65,125.33
2022-11-07,Central Connecticut,Massachusetts,-1,200,27,66,0.409,9,29,0.31,4,6,0.667,6,18,24,15,8,4,13,10,67,75.85,88.33
2022-11-07,Massachusetts,Central Connecticut,1,200,38,71,0.535,9,19,0.474,9,12,0.75,14,31,45,24,8,5,13,8,94,75.7,124.17
2022-11-07,Lafayette,Miami FL,-1,199,19,52,0.365,10,34,0.294,6,16,0.375,8,24,32,14,4,2,14,21,54,65.6,82.32
2022-11-07,Miami FL,Lafayette,1,200,21,58,0.362,10,34,0.294,15,25,0.6,17,26,43,13,9,1,9,17,67,61.88,108.28
2022-11-07,Northern Arizona,Michigan St.,-1,200,19,60,0.317,8,30,0.267,9,13,0.692,7,25,32,13,5,2,11,13,55,70.17,78.38
2022-11-07,Michigan St.,Northern Arizona,1,200,29,65,0.446,9,27,0.333,6,8,0.75,10,32,42,17,6,6,9,16,73,67.8,107.67
2022-11-07,Texas A&M Corpus Chris,Mississippi St.,-1,200,18,56,0.321,6,20,0.3,2,2,1.0,7,22,29,9,8,3,19,13,44,68.95,63.81
2022-11-07,Mississippi St.,Texas A&M Corpus Chris,1,200,25,59,0.424,6,25,0.24,7,13,0.538,12,29,41,16,13,7,16,7,63,69.17,91.07
2022-11-07,Kent St.,Northern Kentucky,-1,200,30,55,0.545,13,24,0.542,6,16,0.375,8,24,32,19,7,4,11,22,79,65.6,120.43
2022-11-07,Northern Kentucky,Kent St.,1,200,18,60,0.3,5,27,0.185,16,22,0.727,17,19,36,8,7,3,11,16,57,64.45,88.44
2022-11-07,Robert Morris,Ohio St.,-1,200,20,63,0.317,4,24,0.167,9,17,0.529,10,14,24,6,5,1,10,16,53,71.08,74.57
2022-11-07,Ohio St.,Robert Morris,1,200,34,61,0.557,10,21,0.476,13,21,0.619,13,31,44,18,6,5,13,14,91,70.97,128.21
2022-11-07,Maryland Eastern Shore,Old Dominion,-1,200,21,53,0.396,10,23,0.435,13,18,0.722,6,15,21,16,6,0,9,21,65,64.55,100.7
2022-11-07,Old Dominion,Maryland Eastern Shore,1,200,29,58,0.5,5,17,0.294,21,27,0.778,14,27,41,18,5,4,10,15,84,66.83,125.7
2022-11-07,Winthrop,Penn St.,-1,200,22,49,0.449,11,25,0.44,13,14,0.929,3,20,23,12,7,3,16,12,68,68.65,99.05
2022-11-07,Penn St.,Winthrop,1,200,33,60,0.55,18,38,0.474,9,13,0.692,6,24,30,24,8,5,11,15,93,71.17,130.66
2022-11-07,Tennessee Martin,Pittsburgh,-1,200,20,62,0.323,3,19,0.158,15,24,0.625,10,27,37,7,8,2,17,27,58,80.4,72.14
2022-11-07,Pittsburgh,Tennessee Martin,1,200,26,71,0.366,11,41,0.268,17,23,0.739,17,32,49,21,6,10,15,21,80,79.92,100.09
2022-11-07,Hofstra,Princeton,-1,200,36,66,0.545,7,17,0.412,4,6,0.667,5,25,30,12,5,3,8,20,83,71.85,115.52
2022-11-07,Princeton,Hofstra,1,200,29,59,0.492,5,20,0.25,14,20,0.7,8,25,33,13,3,4,10,12,77,70.5,109.22
2022-11-07,Marshall,Queens,-1,200,34,78,0.436,11,31,0.355,3,4,0.75,14,19,33,21,14,6,8,13,82,73.9,110.96
2022-11-07,Queens,Marshall,1,200,32,68,0.471,11,26,0.423,8,12,0.667,14,30,44,17,7,1,16,10,83,75.7,109.64
2022-11-07,Quinnipiac,Rhode Island,-1,200,26,62,0.419,6,20,0.3,9,25,0.36,15,25,40,8,11,5,15,22,67,73.88,90.69
2022-11-07,Rhode Island,Quinnipiac,1,200,22,60,0.367,2,17,0.118,16,29,0.552,15,25,40,12,10,5,19,21,62,77.78,79.72
2022-11-07,VMI,Richmond,-1,200,16,64,0.25,7,33,0.212,9,14,0.643,15,22,37,6,2,1,11,25,48,66.65,72.02
2022-11-07,Richmond,VMI,1,200,23,51,0.451,7,28,0.25,16,29,0.552,9,34,43,13,5,5,10,16,69,65.78,104.9
2022-11-07,Columbia,Rutgers,-1,200,11,47,0.234,1,21,0.048,12,22,0.545,7,26,33,3,5,3,23,14,35,73.45,47.65
2022-11-07,Rutgers,Columbia,1,200,31,72,0.431,8,20,0.4,5,14,0.357,13,26,39,20,14,4,11,15,75,76.65,97.85
2022-11-07,NJIT,Saint Peter's,-1,200,19,54,0.352,4,22,0.182,17,27,0.63,8,23,31,8,4,2,12,20,59,70.83,83.3
2022-11-07,Saint Peter's,NJIT,1,200,26,59,0.441,6,22,0.273,15,19,0.789,10,24,34,13,6,4,9,30,73,67.03,108.91
2022-11-07,Saint Francis,St. Bonaventure,-1,200,20,52,0.385,4,19,0.211,14,21,0.667,7,22,29,12,1,0,11,19,58,65.97,87.91
2022-11-07,St. Bonaventure,Saint Francis,1,199,27,59,0.458,4,19,0.211,13,20,0.65,10,23,33,13,5,2,6,19,71,64.5,110.08
2022-11-07,Wagner,Temple,-1,225,27,64,0.422,7,25,0.28,15,22,0.682,10,25,35,10,6,2,8,20,76,72.45,104.9
2022-11-07,Temple,Wagner,1,224,21,54,0.389,5,20,0.25,26,30,0.867,6,25,31,10,3,8,13,20,73,75.25,97.01
2022-11-07,Valparaiso,Toledo,-1,200,30,61,0.492,6,14,0.429,4,6,0.667,5,23,28,16,5,1,17,17,70,75.85,92.29
2022-11-07,Toledo,Valparaiso,1,200,32,70,0.457,8,20,0.4,13,16,0.813,11,24,35,16,14,4,8,13,85,74.6,113.94
2022-11-07,Albany,Towson,-1,200,19,53,0.358,10,31,0.323,14,18,0.778,10,23,33,14,5,4,15,21,62,66.55,93.16
2022-11-07,Towson,Albany,1,200,23,53,0.434,3,12,0.25,18,21,0.857,7,21,28,13,6,3,13,16,67,68.97,97.14
2022-11-07,LIU,Utah,-1,200,19,59,0.322,3,13,0.231,7,11,0.636,5,25,30,10,2,1,16,19,48,75.22,63.81
2022-11-07,Utah,LIU,1,200,30,72,0.417,7,22,0.318,22,27,0.815,15,35,50,11,8,8,7,15,89,76.83,115.85
2022-11-07,Brown,Vermont,-1,200,23,52,0.442,6,18,0.333,13,18,0.722,4,20,24,9,9,2,16,18,65,72.55,89.59
2022-11-07,Vermont,Brown,1,200,28,52,0.538,10,23,0.435,14,15,0.933,4,25,29,15,8,2,15,15,80,70.12,114.08
2022-11-07,Manhattan,VCU,-1,200,21,41,0.512,5,14,0.357,9,14,0.643,1,29,30,12,6,3,27,27,56,73.65,76.04
2022-11-07,VCU,Manhattan,1,200,23,54,0.426,8,24,0.333,19,33,0.576,10,18,28,12,16,2,14,16,73,73.67,99.08
2022-11-07,Texas St.,Washington St.,-1,200,23,50,0.46,3,12,0.25,12,26,0.462,7,16,23,11,4,4,11,20,61,66.35,91.94
2022-11-07,Washington St.,Texas St.,1,200,29,55,0.527,9,20,0.45,16,24,0.667,10,24,34,19,6,8,12,24,83,68.4,121.35
2022-11-07,Mount St. Mary's,West Virginia,-1,200,18,55,0.327,10,21,0.476,12,22,0.545,10,11,21,11,6,2,16,22,58,71.45,81.18
2022-11-07,West Virginia,Mount St. Mary's,1,200,28,57,0.491,6,20,0.3,14,19,0.737,15,28,43,17,11,4,17,22,76,68.03,111.72
2022-11-07,Navy,William & Mary,-1,200,30,62,0.484,10,21,0.476,4,6,0.667,11,23,34,15,3,2,9,11,74,62.85,117.74
2022-11-07,William & Mary,Navy,1,200,23,57,0.404,6,21,0.286,7,10,0.7,9,18,27,9,4,5,9,12,59,61.75,95.55
2022-11-07,Morgan St.,Xavier,-1,199,26,70,0.371,5,17,0.294,16,22,0.727,15,11,26,11,17,3,18,28,73,83.45,87.48
2022-11-07,Xavier,Morgan St.,1,200,32,62,0.516,5,14,0.357,27,36,0.75,17,26,43,24,15,10,20,20,96,82.1,116.93
2022-11-07,Jackson St.,Abilene Christian,-1,215,22,55,0.4,2,19,0.105,10,14,0.714,7,33,40,9,6,1,21,21,56,75.65,74.03
2022-11-07,Abilene Christian,Jackson St.,1,200,23,57,0.404,8,28,0.286,11,20,0.55,4,28,32,12,9,5,15,17,65,77.5,83.87
2022-11-07,Cornell,Boston College,-1,200,29,63,0.46,13,36,0.361,6,11,0.545,8,24,32,18,13,4,23,16,77,83.22,92.52
2022-11-07,Boston College,Cornell,1,200,34,72,0.472,4,17,0.235,7,13,0.538,12,27,39,19,16,5,18,15,79,84.17,93.85
2022-11-07,UNC Asheville,Central Florida,-1,250,34,66,0.515,11,29,0.379,19,26,0.731,8,25,33,13,8,6,19,20,98,89.35,109.68
2022-11-07,Central Florida,UNC Asheville,1,250,37,81,0.457,10,33,0.303,11,15,0.733,16,21,37,12,9,5,14,23,95,86.12,110.3
2022-11-07,UC Riverside,Colorado,-1,200,29,72,0.403,4,21,0.19,4,10,0.4,12,28,40,7,5,4,12,22,66,76.75,85.99
2022-11-07,Colorado,UC Riverside,1,200,30,64,0.469,6,13,0.462,16,26,0.615,10,27,37,15,9,4,13,12,82,79.35,103.34
2022-11-07,Stony Brook,Florida,-1,200,16,52,0.308,6,28,0.214,7,13,0.538,5,20,25,9,6,2,18,14,45,71.17,63.22
2022-11-07,Florida,Stony Brook,1,200,29,61,0.475,10,25,0.4,13,18,0.722,9,31,40,12,8,4,10,12,81,70.55,114.81
2022-11-07,Western Illinois,Illinois St.,-1,200,28,65,0.431,8,26,0.308,7,10,0.7,4,22,26,16,5,3,4,17,71,69.75,101.79
2022-11-07,Illinois St.,Western Illinois,1,200,21,56,0.375,5,19,0.263,21,25,0.84,9,32,41,4,3,3,13,16,68,71.88,94.61
2022-11-07,North Dakota,Incarnate Word,-1,200,21,50,0.42,5,20,0.25,18,27,0.667,10,23,33,14,3,6,12,16,65,64.83,100.27
2022-11-07,Incarnate Word,North Dakota,1,200,22,61,0.361,3,20,0.15,10,15,0.667,9,16,25,10,9,2,10,26,57,69.12,82.46
2022-11-07,IUPUI,Iowa St.,-1,200,14,42,0.333,2,13,0.154,9,16,0.563,6,15,21,4,7,2,28,24,39,71.6,54.47
2022-11-07,Iowa St.,IUPUI,1,200,32,62,0.516,6,19,0.316,18,23,0.783,13,24,37,20,15,4,14,18,88,73.92,119.04
2022-11-07,Fairleigh Dickinson,Loyola Chicago,-1,225,30,75,0.4,7,28,0.25,15,23,0.652,18,22,40,11,9,2,14,25,82,81.92,100.09
2022-11-07,Loyola Chicago,Fairleigh Dickinson,1,225,31,67,0.463,8,36,0.222,18,26,0.692,13,29,42,21,7,5,18,23,88,84.35,104.33
2022-11-07,Radford,Marquette,-1,200,26,63,0.413,5,25,0.2,12,20,0.6,7,24,31,11,8,3,14,20,69,79.5,86.79
2022-11-07,Marquette,Radford,1,200,27,59,0.458,5,19,0.263,20,25,0.8,8,30,38,18,9,3,18,20,79,80.88,97.68
2022-11-07,Evansville,Miami OH,-1,200,28,60,0.467,7,23,0.304,15,20,0.75,8,25,33,9,5,2,12,17,78,73.5,106.12
2022-11-07,Miami OH,Evansville,1,200,26,60,0.433,6,23,0.261,16,20,0.8,7,20,27,11,7,1,13,16,74,75.5,98.01
2022-11-07,Southern Indiana,Missouri,-1,200,29,60,0.483,15,30,0.5,18,24,0.75,8,23,31,15,7,5,21,24,91,84.4,107.82
2022-11-07,Missouri,Southern Indiana,1,200,35,73,0.479,7,28,0.25,20,28,0.714,14,24,38,20,12,4,11,20,97,83.3,116.45
2022-11-07,Maine,Nebraska,-1,200,26,55,0.473,12,29,0.414,2,10,0.2,5,20,25,16,7,7,12,18,66,66.75,98.88
2022-11-07,Nebraska,Maine,1,199,30,65,0.462,7,22,0.318,12,16,0.75,15,26,41,12,2,2,11,10,79,68.6,115.16
2022-11-07,Austin Peay,N.C. State,-1,200,16,52,0.308,1,8,0.125,17,20,0.85,6,14,20,8,6,1,19,14,50,74.5,67.11
2022-11-07,N.C. State,Austin Peay,1,200,40,65,0.615,11,28,0.393,8,10,0.8,8,28,36,20,10,6,14,20,99,75.75,130.69
2022-11-07,Chicago St.,Northwestern,-1,199,16,63,0.254,9,34,0.265,13,18,0.722,11,17,28,9,6,5,12,28,54,72.55,74.43
2022-11-07,Northwestern,Chicago St.,1,200,24,56,0.429,10,21,0.476,27,32,0.844,9,32,41,20,8,4,14,18,85,76.2,111.55
2022-11-07,Sam Houston St.,Oklahoma,-1,200,21,64,0.328,6,23,0.261,4,9,0.444,10,25,35,9,9,1,12,15,52,70.28,74.0
2022-11-07,Oklahoma,Sam Houston St.,1,200,16,43,0.372,5,19,0.263,14,20,0.7,3,31,34,6,4,5,20,12,51,69.5,73.38
